LinkID,HomeID,studytime,home,school_work,other_indoor,neighbor,out_far,car_open,car_clos
NJ093130,NULL,3675,2820,0,0,0,60,0,60
NJ092130,NULL,3675,2452.5,0,510,0,0,127.5,30
NJ091130,NULL,3675,1980,540,120,0,0,0,180
NJ090130,NULL,3675,1654.99,580.005,85.005,85.005,130.005,0,345
NJ089130,NULL,3675,2760,0,60,60,0,0,0
NJ088130,NULL,3675,2160,79.995,280.005,220.005,120,0,79.995
NJ087130,NULL,3675,2160,0,540,90,0,150,0
NJ086130,NULL,3675,1695,0,214.995,0,214.995,34.995,90
NJ085130,NULL,3675,2040,720,0,0,0,0,60
NJ084130,NULL,3675,2040,150,30,300,0,180,120
NJ083130,NULL,3675,2299.99,589.995,0,0,0,0,49.995
NJ081130,NULL,3675,2599.99,0,0,19.995,120,60,19.995
NJ080130,NULL,3675,1470,1470,0,0,0,0,0
NJ079130,NULL,3675,1665,532.5,120,0,150,322.5,0
NJ078130,NULL,3675,2400,0,60,0,0,120,120
NJ077130,NULL,3675,1980,630,30,30,0,90,0
NJ076130,NULL,3675,2835,0,0,0,0,0,0
NJ075130,NULL,3675,1800,900,0,0,0,240,0
NJ074130,NULL,3675,2760,0,0,0,0,0,120
NJ073130,NULL,3675,2100,0,0,259.995,199.995,139.995,240
NJ071130,NULL,3675,2640,450,30,30,0,90,0
NJ070130,NULL,3675,2050.01,330,120,0,150,0,289.995
NJ069130,NULL,3675,2880,0,0,0,0,0,0
NJ068130,NULL,3675,3000,0,0,30,0,60,0
NJ067130,NULL,3675,1680,0,0,855,210,30,0
NJ066130,NULL,3675,2895,0,0,0,0,0,0
NJ065130,NULL,3735,2209.99,0,0,580.005,100.005,49.995,0
NJ063130,NULL,3675,1185,960,0,135,0,0,120
NJ061130,NULL,3675,1860,0,150,270,120,120,0
NJ060130,NULL,3675,2445,0,0,360,0,0,90
NJ059130,NULL,3675,2880,0,0,0,0,0,0
NJ058130,NULL,3675,2835,0,0,60,0,0,0
NJ057130,NULL,3675,1725,0,120,300,0,30,0
NJ056130,NULL,3675,1980,510,0,340.005,0,12.495,127.5
NJ055130,NULL,3675,2205,375,150,0,30,0,0
NJ053130,NULL,3675,2182.5,0,480,172.5,37.5,37.5,0
NJ052130,NULL,3675,1740,960,0,60,0,30,90
NJ051130,NULL,3675,1440,480,469.995,19.995,60,75,244.995
NJ050130,NULL,3675,1606,12,499.995,168,330,228,126
NJ049130,NULL,3675,2022,492,10.005,372,22.005,22.005,0
NJ048130,NULL,3675,2499,0,58.995,204,118.995,0,58.995
NJ047130,NULL,3675,2520,0,150,75,0,0,165
NJ046130,NULL,3675,2160,240,259.995,0,109.995,229.995,0
NJ005130,NULL,3675,2460,0,60,240,30,0,30
NJ004130,NULL,3675,2650.01,0,19.995,169.995,0,0,100.005
NJ003130,NULL,3675,2265,0,495,135,15,30,0
NJ002130,NULL,3675,1980,30,0,600,0,0,30
NJ001130,NULL,3690,2433.75,356.25,0,82.5,41.25,30,11.25
NJ100130,NULL,3675,2880,0,0,0,0,0,0
NJ045130,NULL,3675,1939.99,979.995,0,19.995,0,0,60
NJ044130,NULL,3675,2865,0,0,0,0,0,0
NJ043130,NULL,3675,2700,0,0,60,0,0,180
NJ042130,NULL,3675,2220,0,0,0,0,0,0
NJ040130,NULL,3675,2880,0,0,0,0,0,0
NJ039130,NULL,3675,2130,480,0,270,0,0,0
NJ038130,NULL,3675,1980,420,0,0,480,0,0
NJ037130,NULL,3675,3105,0,0,30,0,0,120
NJ036130,NULL,3675,1740,420,120,0,0,0,0
NJ034130,NULL,3675,2805,0,0,45,0,60,0
NJ033130,NULL,3675,1800,990,0,0,0,30,60
NJ032130,NULL,3675,2100,570,0,270,0,0,60
NJ031130,NULL,3675,2730,0,0,0,0,0,0
NJ030130,NULL,3675,3000,0,0,0,0,0,0
NJ029130,NULL,3675,1800,825,0,60,30,7.5,52.5
NJ028130,NULL,3675,2880,0,0,0,0,0,0
NJ027130,NULL,3675,2370,0,0,60,180,0,150
NJ025130,NULL,3675,2760,0,60,0,0,0,60
NJ024130,NULL,3675,2377.5,0,495,0,0,0,127.5
NJ023130,NULL,3675,2460,0,0,90,0,0,90
NJ022130,NULL,3675,2668.5,0,0,130.995,63.495,36,36
NJ020130,NULL,3675,1675.01,240,75,0,280.005,495,235.005
NJ019130,NULL,3675,1639.99,0,409.995,30,0,0,199.995
NJ018130,NULL,3675,1594.99,210,510,109.995,0,0,94.995
NJ017130,NULL,3675,2449.99,0,319.995,0,0,0,49.995
NJ016130,NULL,3675,2010,289.995,0,169.995,0,120,169.995
NJ015130,NULL,3675,2895,0,0,0,0,0,0
NJ014130,NULL,3675,2070,0,510,240,60,0,0
NJ013130,NULL,3675,1920,660,0,210,30,0,0
NJ012130,NULL,3675,2490,160.005,0,19.995,0,0,210
NJ011130,NULL,3675,2940,0,0,0,0,0,0
NJ010130,NULL,3675,2610,0,0,90,120,30,150
NJ009130,NULL,3675,2760,0,0,60,0,0,0
NJ008130,NULL,3675,2880,0,0,0,0,0,0
NJ007130,NULL,3675,2689.99,0,0,105,34.995,0,154.995
NJ006130,NULL,3675,2580,0,0,120,60,60,0
TX057230,NULL,2820,2439.86,0,0,379.854,0,0,0
TX058230,NULL,2880,1800,959.904,0,59.904,0,59.904,0
TX059230,NULL,2820,1669.72,779.73,0,204.732,59.784,104.904,0
TX060230,NULL,3000,1740,834.9,0,339.9,0,84.9,0
TX061230,NULL,2880,2114.78,0,149.76,0,0,209.952,404.928
TX062230,NULL,2880,1754.78,929.952,0,104.832,0,89.856,0
TX063230,NULL,2940,1859.84,914.928,59.976,0,0,0,104.958
TX064230,NULL,2760,2534.78,0,79.764,9.936,89.976,0,44.988
TX065230,NULL,2820,2029.84,529.878,139.872,9.87,0,89.958,19.74
TX066230,NULL,3000,2790,0,19.8,0,109.8,69.9,9.9
TX067230,NULL,2880,2319.84,0,339.84,180,0,0,39.744
TX068230,NULL,3000,2340,0,79.8,225,0,0,354.9
TX069230,NULL,3180,2999.69,0,109.71,29.892,0,0,39.75
TX070230,NULL,9999,0,0,0,0,0,0,0
TX071230,NULL,2940,2124.74,379.848,79.968,229.908,0,0,124.95
TX072230,NULL,2940,2449.9,0,294.882,149.94,0,9.996,34.986
TX073230,NULL,2880,1519.78,504.864,74.88,59.904,74.88,19.872,24.768
TX074230,NULL,2820,1559.74,424.974,114.774,0,0,9.87,59.784
TX075230,NULL,3060,2494.82,0,14.994,104.958,14.994,0,9.792
TX076230,NULL,9999,0,0,0,0,0,0,0
TX077230,NULL,2940,1679.92,419.832,9.996,39.984,0,0,99.96
TX078230,NULL,2940,1694.91,419.832,69.972,114.954,0,0,54.978
TX079230,NULL,3060,1604.97,419.832,179.928,0,0,0,84.762
TX080230,NULL,2940,1714.9,0,259.896,54.978,0,0,189.924
TX081230,NULL,3300,2414.94,479.82,0,284.79,0,0,119.79
TX082230,NULL,2700,1609.74,359.91,0,109.89,0,0,29.97
TX101130,NULL,2880,2009.95,0,299.808,119.808,0,449.856,0
TX102130,NULL,2880,2664.86,0,84.96,0,0,129.888,0
TX103130,NULL,2940,1619.94,939.918,179.928,159.936,0,39.984,0
TX104130,NULL,2880,1969.92,699.84,0,149.76,0,0,59.904
TX105130,NULL,2880,1764.86,914.976,0,139.968,0,59.904,0
TX106130,NULL,2880,2039.9,0,409.824,0,0,129.888,299.808
TX101230,NULL,3120,2100.07,0,254.904,0,0,0,165.048
TX102230,NULL,9999,0,0,0,0,0,0,0
TX103230,NULL,2820,2169.99,419.898,0,29.892,170.046,29.892,0
TX104230,NULL,2940,2940,0,0,0,0,0,0
TX105230,NULL,2940,2820.05,0,59.976,0,0,0,59.976
TX106230,NULL,2820,2325.09,0,344.886,0,0,0,150.024
TX001130,NULL,2940,2554.86,0,109.956,204.918,0,0,69.972
TX002130,NULL,2940,1849.85,954.912,0,21.756,34.986,0,77.91
TX003130,NULL,2880,2639.81,0,0,180,0,0,59.904
TX004130,NULL,2940,2814.76,0,0,124.95,0,0,0
TX005130,NULL,2940,2779.77,0,114.954,0,0,0,44.982
TX006130,NULL,2820,2115,34.968,149.742,64.86,44.838,0,409.746
TX007130,NULL,2700,2579.85,0,0,0,39.96,79.92,0
TX008130,NULL,2940,2664.82,0,0,159.936,9.996,39.984,64.974
TX009130,NULL,2880,2654.78,0,0,204.768,0,19.872,0
TX010130,NULL,3000,2955,0,0,0,0,0,45
TX011130,NULL,2940,1839.85,519.792,254.898,239.904,0,84.966,0
TX012130,NULL,2880,1919.81,919.872,0,0,0,29.952,9.792
TX013130,NULL,2940,2889.73,0,0,49.98,0,0,0
TX014130,NULL,3000,2749.8,0,30,159.9,0,0,60
TX015130,NULL,2880,2624.83,0,119.808,29.952,29.952,34.848,39.744
TX016130,NULL,2880,2824.99,0,0,54.72,0,0,0
TX017130,NULL,2820,2820,0,0,0,0,0,0
TX018130,NULL,2880,2324.74,0,429.984,0,0,0,124.992
TX019130,NULL,2760,2054.82,494.868,59.892,29.808,0,0,119.784
TX020130,NULL,2880,2729.95,0,19.872,99.936,0,29.952,0
TX021130,NULL,2940,2572.79,0,214.914,36.75,14.994,0,99.96
TX022130,NULL,2880,2597.76,0,129.888,11.808,0,19.872,119.808
TX023130,NULL,2940,2599.84,0,164.934,4.998,49.98,0,119.952
TX024130,NULL,2820,2115,0,524.802,44.838,0,0,134.796
TX025130,NULL,2700,2674.89,0,0,24.84,0,0,0
TX026130,NULL,2880,2084.83,224.928,0,329.76,0,0,239.904
TX027130,NULL,2880,2009.95,0,659.808,0,0,0,209.952
TX028130,NULL,2880,1924.99,34.848,294.912,9.792,0,244.8,369.792
TX029130,NULL,2820,2144.89,0,99.828,164.97,159.894,179.916,69.936
TX030130,NULL,2760,2004.86,0,434.976,124.752,0,0,194.856
TX031130,NULL,2820,2619.78,0,69.936,99.828,0,0,89.958
TX032130,NULL,2940,2779.77,0,0,99.96,59.976,0,59.976
TX033130,NULL,2940,2244.98,0,434.826,124.95,0,0,194.922
TX034130,NULL,2940,2224.99,0,149.94,399.84,89.964,0,134.946
TX035130,NULL,2940,2569.85,0,229.908,39.984,0,0,159.936
TX036130,NULL,2940,2759.78,0,149.94,0,0,0,29.988
TX037130,NULL,2880,2554.85,0,0,324.864,0,0,0
TX038130,NULL,2880,2429.86,0,119.808,284.832,14.976,29.952,0
TX039130,NULL,2940,2454.9,0,69.972,279.888,19.992,59.976,54.978
TX040130,NULL,2940,2799.76,0,0,49.98,29.988,59.976,0
TX041130,NULL,2940,2709.8,0,184.926,4.998,9.996,29.988,0
TX042130,NULL,2760,2204.96,0,269.928,224.94,0,0,59.892
TX043130,NULL,2820,2604.83,0,0,79.806,0,104.904,29.892
TX044130,NULL,2820,2534.9,0,89.958,134.796,0,0,59.784
TX045130,NULL,2820,2629.93,0,129.72,0,39.762,19.74,0
TX046130,NULL,2940,2339.95,59.976,44.982,174.93,0,49.98,269.892
TX047130,NULL,2880,1584.86,969.984,0,224.928,0,59.904,39.744
TX048130,NULL,3000,2569.8,0,129.9,300,0,0,0
TX049130,NULL,2880,1854.72,854.784,89.856,14.976,0,14.976,49.824
TX050130,NULL,3120,2524.7,0,179.712,354.744,0,0,59.904
TX051130,NULL,3000,2299.8,0,45,654.9,0,0,0
TX052130,NULL,2820,2294.92,419.898,0,0,44.838,59.784,0
TX053130,NULL,3120,2949.96,0,29.952,0,0,109.824,29.952
TX054130,NULL,2880,2229.98,0,0,464.832,104.832,0,79.776
TX055130,NULL,2940,2789.77,0,89.964,0,0,0,59.976
TX056130,NULL,2880,1589.76,829.728,0,339.84,0,89.856,29.952
TX057130,NULL,2760,2519.88,0,0,119.784,119.784,0,0
TX058130,NULL,2760,1709.82,809.784,89.976,0,0,119.784,29.808
TX059130,NULL,2820,1894.76,194.862,0,529.878,29.892,59.784,109.98
TX060130,NULL,3000,1644.9,909.9,0,364.8,0,79.8,0
TX061130,NULL,2820,2144.89,0,459.942,0,4.794,29.892,179.916
TX062130,NULL,3000,1395,825,405,285,0,30,60
TX063130,NULL,2880,1889.86,900,0,9.792,0,39.744,39.744
TX064130,NULL,3060,2639.86,0,179.928,119.952,0,119.952,0
TX065130,NULL,3060,2254.91,119.952,359.856,79.866,59.976,124.848,59.976
TX066130,NULL,2940,2489.89,0,0,229.908,104.958,114.954,0
TX067130,NULL,2880,2389.82,0,0,389.952,0,99.936,0
TX068130,NULL,2880,1980,0,419.904,0,44.928,0,434.88
TX069130,NULL,2940,2569.85,0,104.958,129.948,59.976,0,74.97
TX070130,NULL,2880,2609.86,0,0,180,0,0,89.856
TX071130,NULL,2880,2409.98,0,0,429.984,0,19.872,19.872
TX072130,NULL,2940,2769.77,0,44.982,124.95,0,0,0
TX073130,NULL,2880,1974.82,0,439.776,29.952,34.848,0,159.84
TX074130,NULL,2880,1929.89,0,279.936,0,180,0,249.984
TX075130,NULL,2820,2459.89,0,29.892,49.914,0,0,39.762
TX076130,NULL,2880,2124.86,0,119.808,74.88,19.872,0,180
TX077130,NULL,2940,1049.87,0,869.946,0,209.916,0,209.916
TX078130,NULL,2940,2219.99,0,39.984,114.954,0,0,24.99
TX079130,NULL,2880,1664.93,0,569.952,239.904,0,0,44.928
TX080130,NULL,2940,1979.8,319.872,234.906,0,0,0,164.934
TX081130,NULL,2880,2009.95,599.904,0,149.76,0,119.808,0
TX082130,NULL,2940,1699.91,529.788,0,0,0,29.988,29.988
TX083130,NULL,2940,1979.8,899.934,0,29.988,0,0,29.988
TX084130,NULL,2880,2349.79,0,439.776,0,0,0,89.856
TX085130,NULL,3000,1305,390,579.9,30,0,0,99.9
TX086130,NULL,2940,2084.75,0,294.882,59.976,0,49.98,0
TX087130,NULL,2940,1629.94,0,209.916,134.946,44.982,159.936,0
TX088130,NULL,2940,1739.89,419.832,0,0,0,74.97,0
TX089130,NULL,2940,2159.72,0,0,0,0,0,0
TX090130,NULL,2940,1834.85,364.854,29.988,29.988,0,29.988,0
TX091130,NULL,3000,2029.8,919.8,9.9,39.9,0,0,0
TX092130,NULL,2940,1859.84,0,159.936,0,0,89.964,109.956
TX093130,NULL,2940,1799.87,834.96,54.978,19.992,0,49.98,0
TX094130,NULL,2880,1704.96,689.76,154.944,249.984,19.872,59.904,0
TX095130,NULL,2940,1889.83,774.984,159.936,34.986,0,0,79.968
TX096130,NULL,2940,2339.95,0,0,239.904,0,0,0
TX097130,NULL,3060,2024.8,0,384.948,284.886,0,114.75,249.696
TX098130,NULL,3000,1899.9,889.8,150,0,0,30,30
TX099130,NULL,2940,2309.96,0,59.976,0,0,0,29.988
TX100130,NULL,3180,3059.8,0,0,119.886,0,0,0
TX087230,NULL,3180,1799.88,484.95,9.858,29.892,0,0,29.892
TX093230,NULL,2880,1829.95,929.952,0,59.904,0,0,59.904
TX098230,NULL,3120,2014.9,529.776,0,484.848,0,0,89.856
TX001230,NULL,2880,1724.83,959.904,59.904,29.952,4.896,99.936,0
TX002230,NULL,2880,2124.86,634.752,0,9.792,34.848,0,74.88
TX003230,NULL,2820,2414.77,0,59.784,194.862,0,0,149.742
TX004230,NULL,2700,2329.83,0,19.98,69.93,0,0,279.99
TX005230,NULL,2760,2089.87,464.784,99.912,0,0,104.88,0
TX006230,NULL,3000,2775,105,0,0,30,0,90
TX007230,NULL,2640,2369.93,0,0,14.784,114.84,0,139.92
TX008230,NULL,2940,1774.88,1004.89,59.976,0,0,44.982,54.978
TX009230,NULL,2820,2534.9,0,99.828,104.904,0,44.838,34.968
TX010230,NULL,2880,2809.73,0,49.824,0,0,0,19.872
TX011230,NULL,3000,1560,1059.9,0,339.9,0,0,39.9
TX012230,NULL,3000,1989.9,699.9,45,144.9,0,19.8,99.9
TX013230,NULL,3120,2854.8,0,0,204.984,0,59.904,0
TX014230,NULL,2940,2729.79,0,89.964,89.964,0,0,29.988
TX015230,NULL,2820,2569.87,0,149.742,4.794,0,0,94.752
TX016230,NULL,9999,0,0,0,0,0,0,0
TX017230,NULL,9999,0,0,0,0,0,0,0
TX018230,NULL,3240,2749.79,0,239.76,209.952,0,0,39.852
TX019230,NULL,2880,2204.93,244.8,284.832,14.976,0,9.792,119.808
TX020230,NULL,2940,2629.83,0,179.928,84.966,0,0,44.982
TX021230,NULL,2940,2124.74,0,654.738,104.958,9.996,9.996,34.986
TX022230,NULL,2940,2769.77,0,24.99,19.992,54.978,0,69.972
TX023230,NULL,3000,2790,0,0,210,0,0,0
TX024230,NULL,9999,0,0,0,0,0,0,0
TX025230,NULL,2880,2739.74,0,0,139.968,0,0,0
TX026230,NULL,2880,2880,0,0,0,0,0,0
TX027230,NULL,3000,2344.8,0,129.9,0,225,120,180
TX028230,NULL,2940,2629.83,0,179.928,0,0,129.948,0
TX029230,NULL,2880,2134.94,0,269.856,34.848,119.808,0,319.968
TX030230,NULL,2940,2299.96,0,0,9.996,629.748,0,0
TX031230,NULL,2820,2469.76,0,0,289.896,0,0,119.85
TX032230,NULL,3000,2794.8,0,180,54.9,0,0,30
TX033230,NULL,2880,2079.94,0,664.992,39.744,0,0,154.944
TX034230,NULL,9999,0,0,0,0,0,0,0
TX035230,NULL,2880,2749.82,0,89.856,39.744,0,0,59.904
TX036230,NULL,9999,0,0,0,0,0,0,0
TX037230,NULL,9999,0,0,0,0,0,0,0
TX038230,NULL,2880,2384.93,0,0,494.784,0,0,0
TX039230,NULL,2940,2274.97,0,289.884,54.978,0,59.976,259.896
TX040230,NULL,2940,2940,0,0,0,0,0,0
TX041230,NULL,2820,2649.95,0,99.828,0,0,59.784,9.87
TX042230,NULL,9999,0,0,0,0,0,0,0
TX043230,NULL,2880,2864.74,0,0,14.976,0,0,0
TX044230,NULL,2820,1979.92,0,0,719.946,0,0,119.85
TX045230,NULL,2820,2549.84,0,179.916,14.946,0,74.73,0
TX046230,NULL,9999,0,0,0,0,0,0,0
TX047230,NULL,999,0,0,0,0,0,0,0
TX048230,NULL,2940,1759.88,899.934,44.982,29.988,109.956,69.972,24.99
TX049230,NULL,3000,1929.9,879.9,120,39.9,0,30,0
TX050230,NULL,2880,2449.73,0,109.728,174.816,0,0,144.864
TX051230,NULL,2940,2699.8,179.928,14.994,0,0,0,44.982
TX053230,NULL,3060,2444.94,0,69.768,14.994,44.982,394.74,89.964
TX054230,NULL,2820,2809.85,0,0,9.87,0,0,0
TX055230,NULL,2940,2940,0,0,0,0,0,0
TX056230,NULL,2940,1639.93,889.938,0,289.884,0,119.952,0
TX083230,NULL,3000,1950,840,109.8,0,0,0,99.9
TX084230,NULL,2940,2940,0,0,0,0,0,0
TX085230,NULL,2940,1684.91,454.818,109.956,0,0,0,34.986
TX086230,NULL,3000,2220,0,210,0,0,0,39.9
TX088230,NULL,3000,1830,435,0,69.9,0,0,34.8
TX089230,NULL,2820,2009.81,0,0,149.742,0,0,0
TX090230,NULL,2880,1709.86,419.904,39.744,0,0,0,79.776
TX091230,NULL,3000,1935,945,0,75,0,0,45
TX092230,NULL,9999,0,0,0,0,0,0,0
TX094230,NULL,2940,2309.96,339.864,149.94,0,0,0,79.968
TX095230,NULL,3000,1920,420,399.9,0,0,0,139.8
TX096230,NULL,3060,2339.98,0,109.854,0,0,0,9.792
TX099230,NULL,3240,2469.85,0,79.704,39.852,0,0,49.896
TX052230,NULL,2940,794.976,1839.85,104.958,59.976,0,109.956,29.988
